team_id_,team_name_,match_id_,match_date_,season_name_,is_home_,team_strength_,tournament_phase_,detailed_phase_,form_value_Goals Conceded_average,form_value_Goals_average,form_value_Team Wins_percentage,value_Cleansheets_percentage,value_Failed To Score_percentage,value_Goals Conceded_average,value_Team Wins_percentage,match_date
10836,Leon,team_stat_10836_18469,2025-04-24 23:16:07.900503,2021-2022,True,506.238,regular_season,mid,17.415555555555557,1.221111111111111,30.35555555555555,38.46,50.0,1.1,50.0,2025-04-27
10836,Leon,team_stat_10836_19684,2025-04-24 23:16:07.509376,2022-2023,False,503.028,regular_season,mid,15.932222222222222,1.4733333333333334,31.63111111111111,45.83,42.555,1.28,37.3,2025-04-27
10836,Leon,team_stat_10836_19684,2025-04-24 23:16:07.509376,2022-2023,True,503.028,regular_season,mid,15.932222222222222,1.4733333333333334,31.63111111111111,41.67,45.45,1.28,64.29,2025-04-27
10836,Leon,team_stat_10836_21623,2025-04-24 23:16:07.113998,2023-2024,False,494.556,regular_season,mid,1.3911111111111112,15.234444444444444,45.52944444444445,23.495,44.925,1.63,32.705000000000005,2025-04-27
10836,Leon,team_stat_10836_21623,2025-04-24 23:16:07.113998,2023-2024,True,494.556,regular_season,mid,1.3911111111111112,15.234444444444444,45.52944444444445,71.43,28.57,1.16,71.43,2025-04-27
